Student,Faculteit,Uitwisselingsinstelling,Land,Begin jaar,Eind jaar
4096,Faculteit Sociale Wetenschappen,Ruprecht-Karls-Universität Heidelberg,Duitsland,2015,2016
4097,Faculteit Letteren,Université Paul Valéry (Montpellier III),Frankrijk,2015,2016
4098,Fac. Psychologie en Pedagogische Wet.,Universität zu Köln,Duitsland,2015,2016
4099,Faculteit Economie en Bedrijfswetensch.,Université René Descartes,Frankrijk,2015,2016
4100,Faculteit Economie en Bedrijfswetensch.,Syddansk Universitet,Denemarken,2015,2016
4101,Faculteit Sociale Wetenschappen,Universitetet i Bergen,Noorwegen,2015,2016
4102,Faculteit Geneeskunde,Università Tà Malta,Malta,2015,2016
4103,Faculteit Economie en Bedrijfswetensch.,Fachhochschule für Technik und Wirtschaf,Duitsland,2015,2016
4104,Faculteit Letteren,Université Paul Valéry (Montpellier III),Frankrijk,2015,2016
4105,Faculteit Sociale Wetenschappen,Turun Yliopisto,Finland,2015,2016
4106,Faculteit Economie en Bedrijfswetensch.,Institut Catholique de Lyon,Frankrijk,2015,2016
4107,Faculteit Letteren,Szegedi Tudományegyetem (University of S,Hongarije,2015,2016
4108,Faculteit Economie en Bedrijfswetensch.,École de management de Normandie,Frankrijk,2015,2016
4109,Faculteit Letteren,John Paul II Catholic University Lublin,Polen,2015,2016
4110,Faculteit Sociale Wetenschappen,Institut d'Etudes Politiques de Toulouse,Frankrijk,2015,2016
4111,Faculteit Letteren,Universidad de Huelva,Spanje,2015,2016
4112,Fac. Psychologie en Pedagogische Wet.,Goldsmith's College (University of Londo,Ver. Koninkrijk,2015,2016
4113,Faculteit Letteren,Universidad de Granada,Spanje,2015,2016
4114,Faculteit Economie en Bedrijfswetensch.,Università degli Studi di Siena,Italië,2015,2016
4115,Faculteit Bio-ingenieurswetenschappen,Universidade de Lisboa,Portugal,2015,2016
4116,Faculteit Economie en Bedrijfswetensch.,Universidad de Salamanca,Spanje,2015,2016
4117,Faculteit Letteren,Universität Wien,Oostenrijk,2015,2016
4118,Fac. Industriële Ingenieurswetenschappen,Politecnico di Torino,Italië,2015,2016
4119,Faculteit Economie en Bedrijfswetensch.,Universitat de Barcelona,Spanje,2015,2016
4120,Faculteit Letteren,Università Cattolica del Sacro Cuore di,Italië,2015,2016
4121,Faculteit Letteren,Universität Trier,Duitsland,2015,2016
4122,Faculteit Economie en Bedrijfswetensch.,Universidad de Salamanca,Spanje,2015,2016
4123,Faculteit Economie en Bedrijfswetensch.,Universidad de Valencia,Spanje,2015,2016
4124,Faculteit Economie en Bedrijfswetensch.,Universidad Autónoma de Madrid,Spanje,2015,2016
4125,Fac. Psychologie en Pedagogische Wet.,Université de Paris-Nanterre (Paris X),Frankrijk,2015,2016
4126,Faculteit Letteren,Université Catholique de Lille,Frankrijk,2015,2016
4127,Faculteit Sociale Wetenschappen,Lunds Universitet,Zweden,2015,2016
4128,Faculteit Sociale Wetenschappen,University of Edinburgh,Ver. Koninkrijk,2015,2016
4129,Fac. Psychologie en Pedagogische Wet.,Universitat de Barcelona,Spanje,2015,2016
4130,Faculteit Letteren,Universidad de Alicante,Spanje,2015,2016
4131,Faculteit Bio-ingenieurswetenschappen,Univerza v Ljubljani,Slovenië,2015,2016
4132,Fac. Psychologie en Pedagogische Wet.,Universitatea de Vest din Timi?oara,Roemenië,2015,2016
4133,Faculteit Bio-ingenieurswetenschappen,Vysoká Skola Chemicko-Technologická v Pr,Tsjechië,2015,2016
4134,Faculteit Architectuur,Intercollege - Nicosia,Cyprus,2015,2016
4135,Faculteit Economie en Bedrijfswetensch.,University of Glasgow,Ver. Koninkrijk,2015,2016
4136,Faculteit Letteren,Aristotle University of Thessaloniki,Griekenland,2015,2016
4137,Faculteit Economie en Bedrijfswetensch.,Universität zu Köln,Duitsland,2015,2016
4138,FaBeR,Jyväskylän Yliopisto,Finland,2015,2016
4139,Faculteit Letteren,Université de Paris-Sorbonne (Paris IV),Frankrijk,2015,2016
4140,Faculteit Economie en Bedrijfswetensch.,University of Leicester,Ver. Koninkrijk,2015,2016
4141,Fac. Psychologie en Pedagogische Wet.,University of Glasgow,Ver. Koninkrijk,2015,2016
4142,Faculteit Economie en Bedrijfswetensch.,Università degli Studi di Roma 'Tor Verg,Italië,2015,2016
4143,Faculteit Letteren,Aarhus Universitet,Denemarken,2015,2016
4144,Faculteit Letteren,Università degli Studi di Urbino Carlo B,Italië,2015,2016
4145,Faculteit Letteren,Technische Hochschule,Duitsland,2015,2016
4146,Faculteit Letteren,Queen's University of Belfast,Ver. Koninkrijk,2015,2016
4147,Faculteit Letteren,Université de Strasbourg,Frankrijk,2015,2016
4148,Faculteit Letteren,Universidad de Alicante,Spanje,2015,2016
4149,Fac. Industriële Ingenieurswetenschappen,Politecnico di Torino,Italië,2015,2016
4150,Faculteit Sociale Wetenschappen,Tallinna Ülikool (Tallinn University),Estland,2015,2016
4151,Faculteit Economie en Bedrijfswetensch.,Universidade Católica Portuguesa,Portugal,2015,2016
4152,Faculteit Economie en Bedrijfswetensch.,Bilkent Üniversitesi,Turkije,2015,2016
4153,Fac. Psychologie en Pedagogische Wet.,Universidad de Sevilla,Spanje,2015,2016
4154,Faculteit Economie en Bedrijfswetensch.,Bahçesehir University,Turkije,2015,2016
4155,Faculteit Bio-ingenieurswetenschappen,Norwegian University of Science & Techno,Noorwegen,2015,2016
4156,FaBeR,Jyväskylän Yliopisto,Finland,2015,2016
4157,Faculteit Letteren,Universidad de Sevilla,Spanje,2015,2016
4158,Faculteit Letteren,Université de Toulon et du Var (U.T.V.),Frankrijk,2015,2016
4159,Faculteit Sociale Wetenschappen,Univerza v Ljubljani,Slovenië,2015,2016
4160,Faculteit Letteren,Universität Wien,Oostenrijk,2015,2016
4161,Faculteit Sociale Wetenschappen,Friedrich-Alexander-Universität Erlangen,Duitsland,2015,2016
4162,Faculteit Economie en Bedrijfswetensch.,Università degli Studi di Torino,Italië,2015,2016
4163,Faculteit Sociale Wetenschappen,Universidad Europea de Madrid,Spanje,2015,2016
4164,Fac. Industriële Ingenieurswetenschappen,Högskolan i Halmstad,Zweden,2015,2016
4165,Faculteit Sociale Wetenschappen,University of Ulster,Ver. Koninkrijk,2015,2016
4166,Faculteit Economie en Bedrijfswetensch.,Cardiff University,Ver. Koninkrijk,2015,2016
4167,Faculteit Letteren,University of Limerick,Ierland,2015,2016
4168,Faculteit Sociale Wetenschappen,National University of Ireland - Galway,Ierland,2015,2016
4169,Faculteit Economie en Bedrijfswetensch.,Universidad de Salamanca,Spanje,2015,2016
4170,Fac. Psychologie en Pedagogische Wet.,Uppsala Universitet,Zweden,2015,2016
4171,Faculteit Economie en Bedrijfswetensch.,Johann Wolfgang Goethe Universität,Duitsland,2015,2016
4172,Faculteit Bio-ingenieurswetenschappen,Vysoká Skola Chemicko-Technologická v Pr,Tsjechië,2015,2016
4173,Faculteit Sociale Wetenschappen,Masaryková Univerzita v Brne,Tsjechië,2015,2016
4174,Faculteit Letteren,Univ d Versailles St-Quentin-en-Yvelines,Frankrijk,2015,2016
4175,Faculteit Economie en Bedrijfswetensch.,Montpellier Business School,Frankrijk,2015,2016
4176,Faculteit Economie en Bedrijfswetensch.,Universidade Católica Portuguesa,Portugal,2015,2016
4177,Faculteit Sociale Wetenschappen,Univerzita Palackého v Olomouci,Tsjechië,2015,2016
4178,Faculteit Economie en Bedrijfswetensch.,Universitat de Barcelona,Spanje,2015,2016
4179,Faculteit Economie en Bedrijfswetensch.,SKEMA Business School,Frankrijk,2015,2016
4180,Faculteit Economie en Bedrijfswetensch.,Karl-Franzens Universität Graz,Oostenrijk,2015,2016
4181,Fac. Psychologie en Pedagogische Wet.,Universidad de Salamanca,Spanje,2015,2016
4182,Fac. Psychologie en Pedagogische Wet.,Université de Savoie,Frankrijk,2015,2016
4183,Faculteit Economie en Bedrijfswetensch.,Cardiff University,Ver. Koninkrijk,2015,2016
4184,Faculteit Letteren,Università degli Studi di Trieste,Italië,2015,2016
4185,Faculteit Economie en Bedrijfswetensch.,Uppsala Universitet,Zweden,2015,2016
4186,Faculteit Economie en Bedrijfswetensch.,Universitat Pompeu Fabra,Spanje,2015,2016
4187,Faculteit Letteren,University of Sheffield,Ver. Koninkrijk,2015,2016
4188,Faculteit Architectuur,Czech Technical University in Prague,Tsjechië,2015,2016
4189,Faculteit Economie en Bedrijfswetensch.,Universidad de Valencia,Spanje,2015,2016
4190,Fac. Industriële Ingenieurswetenschappen,Linköpings Universitet,Zweden,2015,2016
4191,Faculteit Economie en Bedrijfswetensch.,Uppsala Universitet,Zweden,2015,2016
4192,Faculteit Sociale Wetenschappen,Universitat Autònoma de Barcelona,Spanje,2015,2016
4193,Faculteit Economie en Bedrijfswetensch.,Institut Catholique de Lyon,Frankrijk,2015,2016
4194,Faculteit Letteren,Universidad de Granada,Spanje,2015,2016
4195,Faculteit Economie en Bedrijfswetensch.,Universidade Nova de Lisboa,Portugal,2015,2016
4196,Faculteit Geneeskunde,Université Catholique de Lille,Frankrijk,2015,2016
4197,Faculteit Bio-ingenieurswetenschappen,Universidade de Lisboa,Portugal,2015,2016
4198,Faculteit Letteren,Universidad de Salamanca,Spanje,2015,2016
4199,Faculteit Economie en Bedrijfswetensch.,Université de Paris-Dauphine (Paris IX),Frankrijk,2015,2016
4200,Faculteit Geneeskunde,Philipps-Universität Marburg,Duitsland,2015,2016
4201,Fac. Psychologie en Pedagogische Wet.,Université d'Aix-Marseille,Frankrijk,2015,2016
4202,Fac. Psychologie en Pedagogische Wet.,Universidade de Coimbra,Portugal,2015,2016
4203,Faculteit Letteren,ITÄ-SUOMEN YLIOPISTO (UNIVERSITY OF EAST,Finland,2015,2016
4204,Faculteit Economie en Bedrijfswetensch.,University of Northumbria at Newcastle,Ver. Koninkrijk,2015,2016
4205,Faculteit Economie en Bedrijfswetensch.,LINNÉ UNIVERSITETET,Zweden,2015,2016
4206,Faculteit Letteren,Universidad de Granada,Spanje,2015,2016
4207,Faculteit Ingenieurswetenschappen,Chalmers Tekniska Högskola,Zweden,2015,2016
4208,Faculteit Architectuur,Technische Universität München,Duitsland,2015,2016
4209,FaBeR,Norges Idrettshøgskole,Noorwegen,2015,2016
4210,Faculteit Ingenieurswetenschappen,Chalmers Tekniska Högskola,Zweden,2015,2016
4211,Faculteit Sociale Wetenschappen,Ruprecht-Karls-Universität Heidelberg,Duitsland,2015,2016
4212,FaBeR,Univerzita Palackého v Olomouci,Tsjechië,2015,2016
4213,Faculteit Ingenieurswetenschappen,Technische Universität Dresden - TU Dres,Duitsland,2015,2016
4214,Faculteit Ingenieurswetenschappen,Université Grenoble Alpes,Frankrijk,2015,2016
4215,FaBeR,Univerzita Palackého v Olomouci,Tsjechië,2015,2016
4216,FaBeR,Univerzita Palackého v Olomouci,Tsjechië,2015,2016
4217,FaBeR,Norges Idrettshøgskole,Noorwegen,2015,2016
4218,FaBeR,Univerzita Palackého v Olomouci,Tsjechië,2015,2016
4219,FaBeR,University of Limerick,Ierland,2015,2016
4220,FaBeR,Universidad Politécnica de Madrid,Spanje,2015,2016
4221,FaBeR,University of Limerick,Ierland,2015,2016
4222,Faculteit Economie en Bedrijfswetensch.,Université Montpellier II,Frankrijk,2015,2016
4223,Faculteit Economie en Bedrijfswetensch.,Université Toulouse 1 Capitole,Frankrijk,2015,2016
4224,Hoger Instituut voor Wijsbegeerte,King's College London (University of Lon,Ver. Koninkrijk,2015,2016
4225,Faculteit Architectuur,Politecnico di Torino,Italië,2015,2016
4226,Hoger Instituut voor Wijsbegeerte,Erasmus Universiteit Rotterdam,Nederland,2015,2016
4227,Faculteit Architectuur,University of Strathclyde,Ver. Koninkrijk,2015,2016
4228,Faculteit Architectuur,Bauhaus-Universität Weimar,Duitsland,2015,2016
4229,Faculteit Architectuur,Bauhaus-Universität Weimar,Duitsland,2015,2016
4230,Faculteit Sociale Wetenschappen,Kobenhavns Universitet,Denemarken,2015,2016
4231,Faculteit Economie en Bedrijfswetensch.,University of Worcester,Ver. Koninkrijk,2015,2016
4232,Faculteit Economie en Bedrijfswetensch.,University of Leicester,Ver. Koninkrijk,2015,2016
4233,Fac. Psychologie en Pedagogische Wet.,Stockholms Universitet,Zweden,2015,2016
4234,FaBeR,Univerzita Palackého v Olomouci,Tsjechië,2015,2016
4235,FaBeR,Universidad Miguel Hernandez de Elche,Spanje,2015,2016
4236,Faculteit Architectuur,Istanbul Technical University,Turkije,2015,2016
4237,Faculteit Architectuur,Universitat Ramón Llull,Spanje,2015,2016
4238,Faculteit Ingenieurswetenschappen,Technische Universität Dresden - TU Dres,Duitsland,2015,2016
4239,FaBeR,University of Limerick,Ierland,2015,2016
4240,Faculteit Architectuur,Queen's University of Belfast,Ver. Koninkrijk,2015,2016
4241,Faculteit Rechtsgeleerdheid,Humboldt-Universität zu Berlin,Duitsland,2015,2016
4242,Faculteit Economie en Bedrijfswetensch.,Universidad Autónoma de Madrid,Spanje,2015,2016
4243,Faculteit Architectuur,University of Strathclyde,Ver. Koninkrijk,2015,2016
4244,Faculteit Architectuur,Universidad de Sevilla,Spanje,2015,2016
4245,Faculteit Economie en Bedrijfswetensch.,Ecole Supérieure du Commerce Extérieur,Frankrijk,2015,2016
4246,Faculteit Economie en Bedrijfswetensch.,Università degli Studi di Roma 'Tor Verg,Italië,2015,2016
4247,Faculteit Sociale Wetenschappen,Kobenhavns Universitet,Denemarken,2015,2016
4248,Fac. Industriële Ingenieurswetenschappen,Universidad del País Vasco,Spanje,2015,2016
4249,Faculteit Ingenieurswetenschappen,TU Delft,Nederland,2015,2016
4250,Faculteit Wetenschappen,Aarhus Universitet,Denemarken,2015,2016
4251,Fac. Psychologie en Pedagogische Wet.,Kobenhavns Universitet,Denemarken,2015,2016
4252,Faculteit Economie en Bedrijfswetensch.,Ludwig-Maximilians-Universität München,Duitsland,2015,2016
4253,Faculteit Economie en Bedrijfswetensch.,Szkola Glowna Handlowa,Polen,2015,2016
4254,Faculteit Rechtsgeleerdheid,Université de la Rochelle Technoforum,Frankrijk,2015,2016
4255,Faculteit Economie en Bedrijfswetensch.,Ikonomiko Panepistimio Athinon (Athens U,Griekenland,2015,2016
4256,Faculteit Rechtsgeleerdheid,Université de Rennes I,Frankrijk,2015,2016
4257,Faculteit Letteren,Université Nice Sophia Antipolis,Frankrijk,2015,2016
4258,Faculteit Rechtsgeleerdheid,University of Sheffield,Ver. Koninkrijk,2015,2016
4259,Faculteit Economie en Bedrijfswetensch.,Université Toulouse 1 Capitole,Frankrijk,2015,2016
4260,Faculteit Rechtsgeleerdheid,Université de Montpellier,Frankrijk,2015,2016
4261,Faculteit Economie en Bedrijfswetensch.,Universität Mannheim,Duitsland,2015,2016
4262,Faculteit Rechtsgeleerdheid,Uppsala Universitet,Zweden,2015,2016
4263,Faculteit Rechtsgeleerdheid,Université de la Rochelle Technoforum,Frankrijk,2015,2016
4264,Faculteit Economie en Bedrijfswetensch.,Università degli Studi di Roma 'Tor Verg,Italië,2015,2016
4265,Faculteit Rechtsgeleerdheid,Université de la Rochelle Technoforum,Frankrijk,2015,2016
4266,Fac. Industriële Ingenieurswetenschappen,Vysoké Ucení Technické v Brne,Tsjechië,2015,2016
4267,Faculteit Economie en Bedrijfswetensch.,Université de Poitiers,Frankrijk,2015,2016
4268,Faculteit Economie en Bedrijfswetensch.,Università degli Studi di Torino,Italië,2015,2016
4269,Faculteit Economie en Bedrijfswetensch.,Universidad de Zaragoza,Spanje,2015,2016
4270,Faculteit Economie en Bedrijfswetensch.,Universidad de Valencia,Spanje,2015,2016
4271,Faculteit Rechtsgeleerdheid,Humboldt-Universität zu Berlin,Duitsland,2015,2016
4272,Faculteit Economie en Bedrijfswetensch.,Libero Istituto Universitario 'Carlo Cat,Italië,2015,2016
4273,Faculteit Economie en Bedrijfswetensch.,Frederick University,Cyprus,2015,2016
4274,Fac. Industriële Ingenieurswetenschappen,Universidade Católica Portuguesa,Portugal,2015,2016
4275,Fac. Industriële Ingenieurswetenschappen,Universidade Católica Portuguesa,Portugal,2015,2016
4276,Fac. Industriële Ingenieurswetenschappen,Universidade Católica Portuguesa,Portugal,2015,2016
4277,Fac. Industriële Ingenieurswetenschappen,Universidade Católica Portuguesa,Portugal,2015,2016
4278,Fac. Industriële Ingenieurswetenschappen,Universidade Católica Portuguesa,Portugal,2015,2016
4279,Fac. Industriële Ingenieurswetenschappen,Universidade Católica Portuguesa,Portugal,2015,2016
4280,Fac. Industriële Ingenieurswetenschappen,Universidade Católica Portuguesa,Portugal,2015,2016
4281,Fac. Industriële Ingenieurswetenschappen,Universidade Católica Portuguesa,Portugal,2015,2016
4282,Faculteit Letteren,Cardiff University,Ver. Koninkrijk,2015,2016
4283,Faculteit Rechtsgeleerdheid,Université de Liège,België,2015,2016
4284,Faculteit Geneeskunde,Université Catholique de Louvain,België,2015,2016
4285,Faculteit Economie en Bedrijfswetensch.,Université Libre de Bruxelles,België,2015,2016
4286,Faculteit Rechtsgeleerdheid,Université Catholique de Louvain,België,2015,2016
4287,Faculteit Geneeskunde,Université Catholique de Louvain,België,2015,2016
4288,Faculteit Geneeskunde,Université Catholique de Louvain,België,2015,2016
4289,Faculteit Economie en Bedrijfswetensch.,Université Libre de Bruxelles,België,2015,2016
4290,Faculteit Rechtsgeleerdheid,Université Catholique de Louvain,België,2015,2016
4291,Faculteit Geneeskunde,Université Libre de Bruxelles,België,2015,2016
4292,Faculteit Geneeskunde,Université Catholique de Louvain,België,2015,2016
4293,Faculteit Geneeskunde,Université Catholique de Louvain,België,2015,2016
4294,Faculteit Architectuur,Université Libre de Bruxelles,België,2015,2016
4295,Faculteit Economie en Bedrijfswetensch.,Université Libre de Bruxelles,België,2015,2016
4296,Faculteit Architectuur,Université Libre de Bruxelles,België,2015,2016
4297,Faculteit Rechtsgeleerdheid,Université Catholique de Louvain,België,2015,2016
4298,Faculteit Rechtsgeleerdheid,Université Catholique de Louvain,België,2015,2016
4299,Faculteit Economie en Bedrijfswetensch.,Université Libre de Bruxelles,België,2015,2016
4300,Faculteit Economie en Bedrijfswetensch.,Université Libre de Bruxelles,België,2015,2016
4301,Faculteit Rechtsgeleerdheid,Université Catholique de Louvain,België,2015,2016
4302,Faculteit Economie en Bedrijfswetensch.,Université Libre de Bruxelles,België,2015,2016
4303,Faculteit Economie en Bedrijfswetensch.,Université Catholique de Louvain,België,2015,2016
4304,Faculteit Rechtsgeleerdheid,Université Catholique de Louvain,België,2015,2016
4305,Faculteit Rechtsgeleerdheid,Université de Liège,België,2015,2016
4306,Faculteit Rechtsgeleerdheid,Université Catholique de Louvain,België,2015,2016
4307,Faculteit Rechtsgeleerdheid,Université Catholique de Louvain,België,2015,2016
4308,Faculteit Economie en Bedrijfswetensch.,Université Catholique de Louvain,België,2015,2016
4309,Faculteit Economie en Bedrijfswetensch.,Haute Ecole Groupe ICHEC-ISC Saint Louis,België,2015,2016
4310,Faculteit Letteren,Université de Mons,België,2015,2016
4311,Faculteit Economie en Bedrijfswetensch.,Université Saint-Louis-Bruxelles ASBL,België,2015,2016
4312,Faculteit Sociale Wetenschappen,Université Libre de Bruxelles,België,2015,2016
4313,Faculteit Sociale Wetenschappen,Université de Liège,België,2015,2016
4314,Faculteit Bio-ingenieurswetenschappen,Université Catholique de Louvain,België,2015,2016
4315,Faculteit Geneeskunde,Université Catholique de Louvain,België,2015,2016
4316,Faculteit Economie en Bedrijfswetensch.,Haute Ecole Groupe ICHEC-ISC Saint Louis,België,2015,2016
